version,group,bench_simple,bench_full,mode,mean,unit,timestamp,datetime
old,Cypher,GreaterThanIndexSeek.executePlan,"GreaterThanIndexSeek.executePlan_(propertyType,long)_(runtime,slotted)_(selectivity,0.1)",LATENCY,10.10754334,ms,1576452190236,15/12/2019 23:23:10
old,Cypher,GreaterThanIndexSeek.executePlan,"GreaterThanIndexSeek.executePlan_(propertyType,long)_(runtime,slotted)_(selectivity,0.1)",LATENCY,9.701900449,ms,1576214538490,13/12/2019 05:22:18
old,Cypher,GreaterThanIndexSeek.executePlan,"GreaterThanIndexSeek.executePlan_(propertyType,long)_(runtime,slotted)_(selectivity,0.1)",LATENCY,10.07520724,ms,1575788177503,08/12/2019 06:56:18
old,Cypher,GreaterThanIndexSeek.executePlan,"GreaterThanIndexSeek.executePlan_(propertyType,long)_(runtime,slotted)_(selectivity,0.1)",LATENCY,10.06065509,ms,1575228520664,01/12/2019 19:28:41
old,Cypher,RangeIndexSeek.executePlan,"RangeIndexSeek.executePlan_(propertyType,small_string)_(runtime,slotted)_(selectivity,0.1)",LATENCY,12.17871393,ms,1576452190236,15/12/2019 23:23:10
old,Cypher,RangeIndexSeek.executePlan,"RangeIndexSeek.executePlan_(propertyType,small_string)_(runtime,slotted)_(selectivity,0.1)",LATENCY,12.1300487,ms,1576214538490,13/12/2019 05:22:18
old,Cypher,RangeIndexSeek.executePlan,"RangeIndexSeek.executePlan_(propertyType,small_string)_(runtime,slotted)_(selectivity,0.1)",LATENCY,12.07037957,ms,1575788177503,08/12/2019 06:56:18
old,Cypher,RangeIndexSeek.executePlan,"RangeIndexSeek.executePlan_(propertyType,small_string)_(runtime,slotted)_(selectivity,0.1)",LATENCY,12.10449339,ms,1575228520664,01/12/2019 19:28:41
old,Cypher,Expand.executePlan,"Expand.executePlan_(auth,false)_(runtime,compiled-bytecode)_(user,full)",LATENCY,89.39187866,ms,1576452190236,15/12/2019 23:23:10
old,Cypher,Expand.executePlan,"Expand.executePlan_(auth,false)_(runtime,compiled-bytecode)_(user,full)",LATENCY,88.71159106,ms,1576214538490,13/12/2019 05:22:18
old,Cypher,Expand.executePlan,"Expand.executePlan_(auth,false)_(runtime,compiled-bytecode)_(user,full)",LATENCY,89.81545349,ms,1575788177503,08/12/2019 06:56:18
old,Cypher,Expand.executePlan,"Expand.executePlan_(auth,false)_(runtime,compiled-bytecode)_(user,full)",LATENCY,84.6623957,ms,1575228520664,01/12/2019 19:28:41
old,Cypher,VarExpand.executePlan,"VarExpand.executePlan_(auth,false)_(degree,10)_(length,3)_(minDepth,2)_(runtime,slotted)_(user,full)",LATENCY,56568.29843,ms,1576452190236,15/12/2019 23:23:10
old,Cypher,VarExpand.executePlan,"VarExpand.executePlan_(auth,false)_(degree,10)_(length,3)_(minDepth,2)_(runtime,slotted)_(user,full)",LATENCY,51705.14275,ms,1576214538490,13/12/2019 05:22:18
old,Cypher,VarExpand.executePlan,"VarExpand.executePlan_(auth,false)_(degree,10)_(length,3)_(minDepth,2)_(runtime,slotted)_(user,full)",LATENCY,52080.95239,ms,1575788177503,08/12/2019 06:56:18
old,Cypher,VarExpand.executePlan,"VarExpand.executePlan_(auth,false)_(degree,10)_(length,3)_(minDepth,2)_(runtime,slotted)_(user,full)",LATENCY,52353.86177,ms,1575228520664,01/12/2019 19:28:41
old,Cypher,MapProjection.executePlan,"MapProjection.executePlan_(engine,INTERPRETED)_(includeAllProps,true)_(size,1)",LATENCY,2.285315685,ms,1576452190236,15/12/2019 23:23:10
old,Cypher,MapProjection.executePlan,"MapProjection.executePlan_(engine,INTERPRETED)_(includeAllProps,true)_(size,1)",LATENCY,2.30855892,ms,1576214538490,13/12/2019 05:22:18
old,Cypher,MapProjection.executePlan,"MapProjection.executePlan_(engine,INTERPRETED)_(includeAllProps,true)_(size,1)",LATENCY,2.257206142,ms,1575788177503,08/12/2019 06:56:18
old,Cypher,MapProjection.executePlan,"MapProjection.executePlan_(engine,INTERPRETED)_(includeAllProps,true)_(size,1)",LATENCY,2.327778453,ms,1575228520664,01/12/2019 19:28:41
old,Cypher,CircleDistancePointIndexSeek.executePlan,"CircleDistancePointIndexSeek.executePlan_(crs,cartesian)_(extraLevels,5)_(filtered,false)_(maxBits,60)_(ratio,0.1)_(runtime,slotted)_(thresholdDelta,0.3)_(thresholdTop,0.8)",LATENCY,68.45601273,ms,1576452190236,15/12/2019 23:23:10
old,Cypher,CircleDistancePointIndexSeek.executePlan,"CircleDistancePointIndexSeek.executePlan_(crs,cartesian)_(extraLevels,5)_(filtered,false)_(maxBits,60)_(ratio,0.1)_(runtime,slotted)_(thresholdDelta,0.3)_(thresholdTop,0.8)",LATENCY,69.97592734,ms,1576214538490,13/12/2019 05:22:18
old,Cypher,CircleDistancePointIndexSeek.executePlan,"CircleDistancePointIndexSeek.executePlan_(crs,cartesian)_(extraLevels,5)_(filtered,false)_(maxBits,60)_(ratio,0.1)_(runtime,slotted)_(thresholdDelta,0.3)_(thresholdTop,0.8)",LATENCY,67.68383082,ms,1575788177503,08/12/2019 06:56:18
old,Cypher,CircleDistancePointIndexSeek.executePlan,"CircleDistancePointIndexSeek.executePlan_(crs,cartesian)_(extraLevels,5)_(filtered,false)_(maxBits,60)_(ratio,0.1)_(runtime,slotted)_(thresholdDelta,0.3)_(thresholdTop,0.8)",LATENCY,70.55434264,ms,1575228520664,01/12/2019 19:28:41
old,Cypher,Top.executePlan,"Top.executePlan_(limit,10000)_(runtime,interpreted)_(sort_type,small_string)",LATENCY,289.0235415,ms,1576452190236,15/12/2019 23:23:10
old,Cypher,Top.executePlan,"Top.executePlan_(limit,10000)_(runtime,interpreted)_(sort_type,small_string)",LATENCY,221.7397301,ms,1576214538490,13/12/2019 05:22:18
old,Cypher,Top.executePlan,"Top.executePlan_(limit,10000)_(runtime,interpreted)_(sort_type,small_string)",LATENCY,202.223474,ms,1575788177503,08/12/2019 06:56:18
old,Cypher,Top.executePlan,"Top.executePlan_(limit,10000)_(runtime,interpreted)_(sort_type,small_string)",LATENCY,259.7002847,ms,1575228520664,01/12/2019 19:28:41
old,Cypher,In.executePlan,"In.executePlan_(engine,COMPILED)_(hitRatio,50)_(isConstant,true)_(size,10)",LATENCY,1.205868793,ms,1576452190236,15/12/2019 23:23:10
old,Cypher,In.executePlan,"In.executePlan_(engine,COMPILED)_(hitRatio,50)_(isConstant,true)_(size,10)",LATENCY,1.250715699,ms,1576214538490,13/12/2019 05:22:18
old,Cypher,In.executePlan,"In.executePlan_(engine,COMPILED)_(hitRatio,50)_(isConstant,true)_(size,10)",LATENCY,1.186429746,ms,1575788177503,08/12/2019 06:56:18
old,Cypher,In.executePlan,"In.executePlan_(engine,COMPILED)_(hitRatio,50)_(isConstant,true)_(size,10)",LATENCY,1.365925564,ms,1575228520664,01/12/2019 19:28:41
old,Cypher,VarExpandWithPredicates.executePlan,"VarExpandWithPredicates.executePlan_(auth,false)_(degree,10)_(length,2)_(minDepth,1)_(runtime,slotted)_(user,full)",LATENCY,69.79959877,ms,1576452190236,15/12/2019 23:23:10
old,Cypher,VarExpandWithPredicates.executePlan,"VarExpandWithPredicates.executePlan_(auth,false)_(degree,10)_(length,2)_(minDepth,1)_(runtime,slotted)_(user,full)",LATENCY,69.81819008,ms,1576214538490,13/12/2019 05:22:18
old,Cypher,VarExpandWithPredicates.executePlan,"VarExpandWithPredicates.executePlan_(auth,false)_(degree,10)_(length,2)_(minDepth,1)_(runtime,slotted)_(user,full)",LATENCY,70.52367655,ms,1575788177503,08/12/2019 06:56:18
old,Cypher,VarExpandWithPredicates.executePlan,"VarExpandWithPredicates.executePlan_(auth,false)_(degree,10)_(length,2)_(minDepth,1)_(runtime,slotted)_(user,full)",LATENCY,71.62991355,ms,1575228520664,01/12/2019 19:28:41
old,Cypher,VarExpandWithPredicates.executePlan,"VarExpandWithPredicates.executePlan_(auth,false)_(degree,10)_(length,3)_(minDepth,2)_(runtime,slotted)_(user,full)",LATENCY,1856.445554,ms,1576452190236,15/12/2019 23:23:10
old,Cypher,VarExpandWithPredicates.executePlan,"VarExpandWithPredicates.executePlan_(auth,false)_(degree,10)_(length,3)_(minDepth,2)_(runtime,slotted)_(user,full)",LATENCY,1777.406225,ms,1576214538490,13/12/2019 05:22:18
old,Cypher,VarExpandWithPredicates.executePlan,"VarExpandWithPredicates.executePlan_(auth,false)_(degree,10)_(length,3)_(minDepth,2)_(runtime,slotted)_(user,full)",LATENCY,1830.068042,ms,1575788177503,08/12/2019 06:56:18
old,Cypher,VarExpandWithPredicates.executePlan,"VarExpandWithPredicates.executePlan_(auth,false)_(degree,10)_(length,3)_(minDepth,2)_(runtime,slotted)_(user,full)",LATENCY,1757.7396,ms,1575228520664,01/12/2019 19:28:41
old,Cypher,GreaterThanIndexSeek.executePlan,"GreaterThanIndexSeek.executePlan_(propertyType,long)_(runtime,interpreted)_(selectivity,0.001)",LATENCY,0.2555990219,ms,1576452190236,15/12/2019 23:23:10
old,Cypher,GreaterThanIndexSeek.executePlan,"GreaterThanIndexSeek.executePlan_(propertyType,long)_(runtime,interpreted)_(selectivity,0.001)",LATENCY,0.2312227977,ms,1576214538490,13/12/2019 05:22:18
old,Cypher,GreaterThanIndexSeek.executePlan,"GreaterThanIndexSeek.executePlan_(propertyType,long)_(runtime,interpreted)_(selectivity,0.001)",LATENCY,0.2239155988,ms,1575788177503,08/12/2019 06:56:18
old,Cypher,GreaterThanIndexSeek.executePlan,"GreaterThanIndexSeek.executePlan_(propertyType,long)_(runtime,interpreted)_(selectivity,0.001)",LATENCY,0.2535796988,ms,1575228520664,01/12/2019 19:28:41
old,Cypher,OrderBy.executePlan,"OrderBy.executePlan_(propertyType,long)_(runtime,slotted)",LATENCY,1182.262258,ms,1576452190236,15/12/2019 23:23:10
old,Cypher,OrderBy.executePlan,"OrderBy.executePlan_(propertyType,long)_(runtime,slotted)",LATENCY,1187.366684,ms,1576214538490,13/12/2019 05:22:18
old,Cypher,OrderBy.executePlan,"OrderBy.executePlan_(propertyType,long)_(runtime,slotted)",LATENCY,1204.988587,ms,1575788177503,08/12/2019 06:56:18
old,Cypher,OrderBy.executePlan,"OrderBy.executePlan_(propertyType,long)_(runtime,slotted)",LATENCY,1219.196531,ms,1575228520664,01/12/2019 19:28:41
old,Cypher,ExpandInto.executePlan,"ExpandInto.executePlan_(runtime,interpreted)",LATENCY,2949.714193,ms,1576452190236,15/12/2019 23:23:10
old,Cypher,ExpandInto.executePlan,"ExpandInto.executePlan_(runtime,interpreted)",LATENCY,2818.013047,ms,1576214538490,13/12/2019 05:22:18
old,Cypher,ExpandInto.executePlan,"ExpandInto.executePlan_(runtime,interpreted)",LATENCY,2600.32867,ms,1575788177503,08/12/2019 06:56:18
old,Cypher,ExpandInto.executePlan,"ExpandInto.executePlan_(runtime,interpreted)",LATENCY,2687.430383,ms,1575228520664,01/12/2019 19:28:41
old,Cypher,AnyInListExpression.executePlan,"AnyInListExpression.executePlan_(engine,INTERPRETED)_(size,1000)",LATENCY,2.669913613,ms,1576452190236,15/12/2019 23:23:10
old,Cypher,AnyInListExpression.executePlan,"AnyInListExpression.executePlan_(engine,INTERPRETED)_(size,1000)",LATENCY,2.538032475,ms,1576214538490,13/12/2019 05:22:18
old,Cypher,AnyInListExpression.executePlan,"AnyInListExpression.executePlan_(engine,INTERPRETED)_(size,1000)",LATENCY,2.458740129,ms,1575788177503,08/12/2019 06:56:18
old,Cypher,AnyInListExpression.executePlan,"AnyInListExpression.executePlan_(engine,INTERPRETED)_(size,1000)",LATENCY,2.390460581,ms,1575228520664,01/12/2019 19:28:41
old,Cypher,Distinct.executePlan,"Distinct.executePlan_(columns,primitive-small_string)_(runtime,slotted)",LATENCY,8.931383615,ms,1576452190236,15/12/2019 23:23:10
old,Cypher,Distinct.executePlan,"Distinct.executePlan_(columns,primitive-small_string)_(runtime,slotted)",LATENCY,8.92768061,ms,1576214538490,13/12/2019 05:22:18
old,Cypher,Distinct.executePlan,"Distinct.executePlan_(columns,primitive-small_string)_(runtime,slotted)",LATENCY,8.957918731,ms,1575788177503,08/12/2019 06:56:18
old,Cypher,Distinct.executePlan,"Distinct.executePlan_(columns,primitive-small_string)_(runtime,slotted)",LATENCY,8.803834109,ms,1575228520664,01/12/2019 19:28:41
old,Cypher,GreaterThanIndexSeek.executePlan,"GreaterThanIndexSeek.executePlan_(propertyType,long)_(runtime,interpreted)_(selectivity,0.1)",LATENCY,23.98981922,ms,1576452190236,15/12/2019 23:23:10
